_element_key,_element_name,_element_type,_list_child_element_keys
CABA,CABA,string,[]
GERADOR,GERADOR,string,[]
RADIO,RADIO,string,[]
TECTO,TECTO,string,[]
TELEMOVEL,TELEMOVEL,string,[]
test,test,integer,[]
