_element_key,_element_name,_element_type,_list_child_element_keys
CARTONA,CARTONA,string,[]
DATAEST,DATAEST,string,[]
FANSI_C,FANSI_C,integer,[]
FANSI_M,FANSI_M,integer,[]
FER_C,FER_C,integer,[]
FER_M,FER_M,integer,[]
GEST,GEST,integer,[]
GRVISITDATA,GRVISITDATA,date,[]
LMP_C,LMP_C,string,[]
LMP_M,LMP_M,string,[]
MAEBRAC,MAEBRAC,integer,[]
MULPRESA,MULPRESA,string,[]
PREGID,PREGID,string,[]
QC_C,QC_C,integer,[]
QC_M,QC_M,integer,[]
REGID,REGID,string,[]
